id,carat,cut,color,clarity,depth,table,price,x,y,z
15564,1.01,Ideal,G,VS2,61.6,56.0,6239,6.43,6.46,3.97
3769,1.04,Very Good,J,SI2,62.8,57.0,3459,6.44,6.5,4.06
52364,0.54,Good,E,VVS2,60.1,61.0,2502,5.3,5.38,3.21
45581,0.52,Very Good,G,VS1,62.4,60.0,1689,5.11,5.12,3.19
37495,0.35,Premium,E,VS2,61.6,58.0,984,4.57,4.52,2.8
35951,0.3,Ideal,F,SI1,61.4,55.0,475,4.34,4.36,2.67
45223,0.52,Ideal,E,SI1,62.4,58.0,1656,5.16,5.13,3.21
51085,0.54,Ideal,F,VVS2,62.3,53.7,2334,5.22,5.26,3.26
42082,0.53,Premium,G,SI1,61.0,59.0,1273,5.25,5.21,3.19
25431,1.5,Premium,E,VS2,62.3,60.0,14179,7.27,7.2,4.51
9077,1.2,Very Good,G,SI1,63.4,55.0,4520,6.72,6.65,4.24
28133,0.29,Very Good,D,VVS2,62.3,59.0,664,4.21,4.26,2.64
34905,0.34,Premium,F,VS2,59.2,60.0,880,4.6,4.56,2.71
44260,0.51,Premium,D,SI1,59.9,61.0,1574,5.18,5.14,3.09
28981,0.38,Very Good,F,VS2,61.3,57.0,685,4.67,4.7,2.87
53300,0.3,Ideal,D,SI1,61.4,56.0,552,4.32,4.35,2.66
11795,1.12,Very Good,G,SI1,59.5,62.0,5088,6.76,6.81,4.04
34265,0.31,Very Good,J,SI1,63.5,55.0,465,4.33,4.3,2.74
40783,0.4,Very Good,D,VVS2,62.6,55.0,1168,4.7,4.72,2.95
41485,0.39,Very Good,D,VVS2,62.9,58.0,1232,4.62,4.66,2.92
49178,0.72,Good,G,SI1,64.0,59.0,2074,5.63,5.59,3.59
27940,0.23,Very Good,H,VVS2,62.4,55.0,431,3.91,3.94,2.45
7321,0.59,Ideal,D,IF,60.9,57.0,4208,5.4,5.43,3.3
48478,0.71,Very Good,J,SI1,59.7,57.0,1979,5.84,5.88,3.5
27974,0.3,Ideal,E,VS2,61.5,56.0,658,4.29,4.33,2.65
46673,0.59,Ideal,G,VS2,62.6,54.0,1789,5.38,5.32,3.35
11427,1.01,Very Good,E,SI1,63.4,59.0,5002,6.38,6.34,4.03
13197,1.03,Very Good,I,VS1,62.9,53.0,5455,6.45,6.5,4.07
24845,1.51,Premium,F,VS2,63.0,56.0,13248,7.3,7.26,4.59
5016,0.91,Premium,F,SI2,62.6,58.0,3746,6.14,6.09,3.83
30613,0.3,Good,D,SI2,63.2,57.0,447,4.21,4.24,2.67
18426,1.09,Good,D,VS1,63.9,57.0,7493,6.57,6.49,4.17
48441,0.51,Premium,G,VVS2,61.5,56.0,1974,5.15,5.12,3.16
8722,0.3,Fair,E,VVS2,66.6,54.0,586,4.14,4.18,2.77
24173,1.6,Premium,F,SI1,60.5,58.0,12343,7.62,7.53,4.58
41591,0.31,Premium,H,SI2,59.5,59.0,390,4.39,4.45,2.63
1454,0.54,Ideal,F,VVS1,61.6,55.0,2977,5.28,5.27,3.25
32720,0.31,Premium,F,VS2,62.4,58.0,802,4.34,4.31,2.7
44855,0.56,Very Good,F,VS2,60.0,57.0,1627,5.34,5.39,3.22
7037,0.9,Ideal,G,SI1,61.9,55.0,4161,6.18,6.23,3.84
1338,0.73,Premium,F,VS1,61.9,56.0,2961,5.81,5.76,3.58
13109,1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98
1825,0.79,Premium,D,SI1,61.4,59.0,3058,5.96,5.89,3.64
11705,0.34,Ideal,G,VS2,61.3,55.0,596,4.49,4.51,2.76
21425,1.07,Ideal,G,IF,61.5,57.0,9532,6.59,6.54,4.04
6028,1.0,Very Good,D,SI2,60.8,63.0,3965,6.41,6.36,3.88
2520,0.76,Ideal,F,VS2,61.0,55.0,3201,5.92,5.89,3.6
29016,0.31,Ideal,G,VVS2,61.3,56.0,687,4.37,4.41,2.69
44170,0.53,Ideal,F,VS2,62.3,55.0,1566,5.17,5.2,3.23
42798,0.5,Very Good,G,VS2,60.9,58.0,1351,5.08,5.1,3.1
33268,0.4,Ideal,I,VS1,60.9,56.0,826,4.76,4.8,2.91
43170,0.54,Ideal,H,VS2,62.6,57.0,1389,5.24,5.2,3.27
16024,0.3,Ideal,I,VS1,61.0,56.0,608,4.37,4.35,2.66
13946,1.1,Premium,H,VS1,61.3,58.0,5673,6.66,6.61,4.07
28118,0.36,Ideal,D,SI1,61.2,57.0,663,4.59,4.63,2.82
26046,1.36,Ideal,F,VVS1,61.3,57.0,15247,7.13,7.23,4.4
41195,0.47,Very Good,G,VS1,60.5,59.4,1203,5.03,5.08,3.06
48638,0.34,Ideal,F,SI1,61.1,56.0,537,4.52,4.55,2.77
39178,0.35,Ideal,D,VS2,60.9,57.0,1063,4.55,4.51,2.76
42719,0.51,Very Good,E,SI1,60.3,63.0,1340,5.13,5.06,3.07
2847,0.73,Ideal,E,VS2,62.2,56.0,3270,5.78,5.76,3.59
6025,1.0,Good,D,SI2,64.3,53.0,3965,6.34,6.29,4.06
41997,0.43,Ideal,D,VS1,61.6,56.0,1264,4.86,4.85,2.99
48511,0.58,Ideal,F,VS1,62.1,56.0,1983,5.32,5.38,3.32
12576,1.13,Very Good,G,SI1,60.9,60.0,5280,6.67,6.76,4.09
53769,0.7,Very Good,F,VS1,60.5,57.0,2726,5.77,5.8,3.5
49235,0.7,Ideal,I,SI1,62.1,58.0,2083,5.68,5.72,3.54
45197,0.51,Ideal,G,VS1,59.7,57.0,1656,5.2,5.25,3.12
21242,1.52,Very Good,D,SI2,60.6,62.0,9389,7.37,7.42,4.48
46421,0.5,Ideal,E,VS2,60.8,57.0,1768,5.16,5.13,3.13
15346,1.01,Good,E,VS1,65.8,55.0,6159,6.2,6.23,4.09
53395,0.74,Very Good,I,VVS1,62.6,57.0,2666,5.76,5.78,3.61
2178,1.0,Fair,E,SI2,66.6,59.0,3136,6.07,6.01,4.02
17779,1.55,Premium,E,SI2,58.5,57.0,7161,7.66,7.57,4.46
29632,0.23,Very Good,E,VS1,61.3,56.0,442,3.96,3.98,2.43
38897,0.38,Ideal,F,VVS2,60.3,55.0,1052,4.69,4.79,2.86
27098,2.01,Premium,H,SI1,62.3,58.0,17235,8.04,7.99,4.99
5221,1.2,Premium,J,SI2,61.7,57.0,3782,6.85,6.79,4.21
30886,0.33,Ideal,E,SI1,62.5,55.0,743,4.45,4.42,2.77
2633,0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46
28376,0.24,Premium,E,VVS1,60.3,61.0,668,4.06,4.03,2.44
3087,0.83,Ideal,I,SI1,61.9,57.0,3314,5.96,6.02,3.71
3214,0.9,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76
51741,0.76,Ideal,F,SI2,61.9,57.0,2403,5.87,5.9,3.64
14669,1.51,Fair,F,SI2,65.4,56.0,5919,7.2,7.08,4.67
6631,1.0,Good,H,SI1,56.8,65.0,4086,6.61,6.49,3.72
18435,1.0,Good,D,VS1,57.8,61.0,7500,6.62,6.56,3.81
51730,0.58,Ideal,F,VVS2,61.9,56.0,2401,5.38,5.35,3.32
25483,1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53
27270,2.11,Ideal,I,VS2,62.2,55.0,17712,8.2,8.26,5.12
39340,0.47,Premium,E,SI2,58.7,60.0,1072,5.13,5.09,3.0
26043,2.07,Very Good,I,SI2,63.1,57.0,15245,8.2,8.1,5.14
15330,1.0,Premium,F,VS2,62.5,54.0,6154,6.33,6.3,3.95
13855,1.26,Ideal,I,SI1,62.4,56.0,5645,6.93,6.85,4.3
40541,0.36,Ideal,G,IF,61.6,55.0,1148,4.59,4.57,2.82
13556,0.9,Fair,E,VVS2,58.1,59.0,5551,6.21,6.26,3.62
3068,0.81,Premium,F,SI1,61.6,58.0,3311,5.96,5.92,3.66
15226,1.18,Ideal,G,SI1,62.5,55.0,6112,6.77,6.74,4.22
6185,0.95,Ideal,H,SI2,59.3,59.0,3994,6.42,6.46,3.82
20746,1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18
34508,0.4,Ideal,H,VVS2,61.1,55.0,868,4.75,4.78,2.91
44418,0.55,Very Good,E,SI1,58.5,65.0,1587,5.33,5.38,3.13
22358,0.31,Ideal,H,VS2,62.2,55.0,628,4.37,4.35,2.71
31733,0.31,Ideal,G,VVS1,61.4,56.0,772,4.34,4.37,2.68
31863,0.3,Premium,H,VVS2,60.8,58.0,776,4.37,4.34,2.65
42593,0.5,Very Good,E,SI1,60.9,58.0,1331,5.1,5.14,3.12
46149,0.5,Premium,G,VS1,61.0,59.0,1746,5.14,5.09,3.12
26911,1.52,Ideal,E,VS1,62.4,54.0,16916,7.32,7.39,4.59
46896,0.6,Premium,D,SI1,61.5,52.0,1814,5.5,5.43,3.36
27438,2.21,Ideal,I,SI1,61.6,57.0,18062,8.38,8.43,5.18
28059,0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88
53214,0.7,Ideal,F,SI1,61.8,54.0,2635,5.71,5.75,3.54
20077,1.0,Very Good,F,VVS2,60.0,62.0,8553,6.43,6.46,3.87
45420,0.55,Ideal,E,SI1,61.7,56.0,1668,5.29,5.24,3.25
6547,1.01,Premium,H,SI2,59.4,59.0,4072,6.56,6.53,3.89
46055,0.52,Premium,I,VVS1,60.1,58.0,1733,5.26,5.23,3.15
21490,1.7,Very Good,J,VS2,62.9,58.0,9586,7.55,7.59,4.76
33955,0.23,Very Good,E,VVS2,61.8,59.0,465,3.92,3.95,2.43
40581,0.5,Ideal,G,SI1,62.1,57.0,1153,5.05,5.09,3.15
22526,1.5,Premium,H,SI1,61.8,60.0,10567,7.31,7.23,4.49
1586,0.7,Ideal,F,VS2,61.3,57.0,3008,5.7,5.76,3.51
49386,0.62,Premium,E,VS2,60.0,59.0,2102,5.58,5.56,3.34
1019,0.75,Ideal,G,SI1,61.6,55.0,2902,5.82,5.86,3.6
40099,0.33,Premium,G,VVS1,61.2,60.0,1114,4.44,4.42,2.71
42253,0.5,Very Good,E,SI1,63.7,58.0,1293,5.02,5.06,3.21
38894,0.51,Ideal,I,SI2,60.8,56.0,1051,5.14,5.26,3.16
47955,0.66,Very Good,F,SI1,59.2,58.0,1918,5.69,5.72,3.38
40507,0.61,Ideal,J,SI1,62.0,55.0,1143,5.45,5.48,3.39
20821,1.1,Very Good,G,VVS2,60.5,55.7,9050,6.7,6.76,4.07
27382,0.41,Good,J,VS1,63.7,56.0,647,4.68,4.71,2.99
4215,0.91,Very Good,H,VS2,63.1,56.0,3567,6.2,6.13,3.89
41239,0.33,Premium,D,VVS1,61.8,58.0,1207,4.43,4.4,2.73
51228,0.7,Fair,D,SI1,64.9,64.0,2352,5.57,5.5,3.59
4062,0.34,Very Good,E,SI2,63.1,56.0,571,4.51,4.46,2.83
39211,0.39,Very Good,E,VS2,63.1,56.0,1065,4.69,4.63,2.94
28291,0.27,Ideal,I,VS1,62.2,55.0,432,4.15,4.18,2.59
20673,1.3,Ideal,H,VVS2,61.5,55.0,8954,7.07,7.03,4.34
30622,0.3,Very Good,G,SI1,61.4,57.0,447,4.31,4.35,2.66
7089,0.93,Good,D,SI2,61.4,63.0,4165,6.22,6.26,3.83
20553,2.0,Very Good,J,SI2,62.1,63.0,8870,7.96,7.85,4.91
41512,0.44,Premium,G,VVS1,60.9,59.0,1235,4.9,4.96,3.0
52685,0.7,Ideal,F,SI1,60.6,56.0,2551,5.72,5.79,3.49
2092,0.71,Very Good,G,VVS2,61.2,58.0,3113,5.68,5.72,3.49
46815,0.5,Premium,D,VS1,62.8,58.0,1807,5.05,5.01,3.16
566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
694,0.71,Premium,F,VS2,62.6,58.0,2853,5.67,5.7,3.56
41237,0.33,Ideal,E,IF,61.9,57.0,1207,4.45,4.41,2.74
43741,0.51,Ideal,G,VS2,61.7,57.0,1438,5.12,5.15,3.17
10612,1.02,Premium,H,VS1,62.1,57.0,4827,6.46,6.42,4.0
25554,1.55,Very Good,G,VS1,60.8,60.0,14386,7.46,7.51,4.55
25451,1.51,Very Good,D,VS2,63.1,62.0,14205,7.24,7.22,4.56
13954,1.09,Premium,H,VS2,59.7,58.0,5677,6.73,6.66,4.0
1516,0.91,Fair,F,SI2,65.3,51.0,2996,6.05,5.98,3.93
9762,1.11,Premium,H,SI2,61.5,59.0,4662,6.67,6.63,4.09
43962,0.34,Ideal,H,VS2,61.2,55.0,517,4.49,4.53,2.76
4393,0.31,Ideal,D,SI1,62.6,56.0,571,4.33,4.36,2.72
49876,0.7,Premium,H,SI1,62.0,61.0,2176,6.65,5.69,3.46
15575,1.01,Good,G,VS1,58.7,62.0,6247,6.49,6.55,3.83
35581,0.35,Premium,F,VS2,62.1,60.0,906,4.51,4.45,2.78
38427,0.41,Ideal,F,VVS2,61.4,55.7,1026,4.76,4.79,2.94
22053,1.16,Ideal,G,IF,62.3,55.0,10082,6.79,6.73,4.21
33734,0.35,Ideal,F,VS1,60.9,56.0,839,4.52,4.56,2.77
31881,0.3,Premium,H,VVS2,63.0,56.0,776,4.28,4.23,2.68
18224,1.31,Premium,H,SI1,59.3,59.0,7395,7.18,7.13,4.24
39463,0.53,Ideal,F,SI2,62.2,53.0,1078,5.19,5.22,3.24
47009,0.56,Ideal,E,VS2,61.9,55.0,1819,5.29,5.34,3.29
21288,1.7,Ideal,H,SI2,61.2,56.0,9444,7.71,7.64,4.7
26062,1.53,Ideal,G,VVS2,61.4,59.0,15275,7.4,7.42,4.55
49564,0.53,Ideal,F,VVS2,61.6,55.0,2131,5.21,5.24,3.22
44509,0.52,Ideal,D,SI1,60.0,56.0,1600,5.19,5.24,3.13
53889,0.83,Premium,G,SI2,61.6,57.0,2749,6.06,6.02,3.72
40238,0.39,Ideal,F,VVS1,62.3,55.0,1124,4.67,4.7,2.92
42888,0.32,Ideal,E,IF,61.4,56.0,1359,4.38,4.42,2.7
12949,1.23,Good,J,VS2,63.6,57.0,5386,6.79,6.74,4.3
2541,0.75,Premium,E,VS2,61.8,58.0,3206,5.83,5.85,3.61
22835,1.5,Good,E,SI1,61.3,65.0,10868,7.17,7.23,4.41
5467,0.91,Very Good,D,SI2,63.9,56.0,3837,6.06,6.09,3.88
22022,0.35,Ideal,I,VVS1,61.6,55.0,628,4.55,4.58,2.81
45450,0.53,Ideal,H,VVS2,61.8,56.0,1674,5.2,5.22,3.22
37405,0.51,Ideal,H,SI2,61.8,53.0,983,5.14,5.18,3.19
13988,1.23,Premium,F,SI2,61.7,57.0,5695,6.89,6.86,4.24
8554,1.01,Premium,E,SI2,62.5,60.0,4434,6.42,6.39,4.0
37496,0.53,Premium,E,SI2,62.2,57.0,984,5.2,5.16,3.22
470,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5
9498,1.07,Very Good,E,SI2,60.5,61.0,4609,6.55,6.61,3.98
10359,1.2,Ideal,H,VS2,62.8,57.0,4771,6.71,6.67,4.2
30850,0.33,Premium,H,VS1,61.5,58.0,743,4.46,4.39,2.72
4868,1.0,Premium,G,SI2,61.4,61.0,3713,6.35,6.32,3.89
3023,0.9,Ideal,I,SI1,60.8,57.0,3308,6.22,6.25,3.79
7690,0.9,Very Good,G,VS2,58.4,61.0,4276,6.33,6.38,3.71
12750,1.1,Very Good,D,SI2,61.1,58.0,5320,6.61,6.69,4.06
32907,0.42,Ideal,D,SI1,62.4,57.0,810,4.77,4.84,3.0
39099,0.41,Good,I,VVS2,63.9,55.0,1061,4.74,4.71,3.02
44204,0.51,Good,F,VS2,63.2,56.5,1569,5.05,5.08,3.2
27653,1.71,Ideal,G,VVS2,62.1,55.0,18599,7.63,7.66,4.75
7560,1.12,Premium,H,SI2,62.4,58.0,4250,6.63,6.58,4.12
22191,1.51,Very Good,H,VS2,62.8,58.0,10225,7.21,7.28,4.55
49925,0.7,Very Good,G,SI1,63.5,61.0,2184,5.64,5.61,3.57
4968,0.91,Very Good,I,VS1,61.9,57.0,3734,6.19,6.24,3.85
43937,0.3,Premium,D,SI1,62.1,59.0,515,4.29,4.31,2.67
33316,0.35,Premium,D,SI1,61.8,59.0,827,4.56,4.54,2.81
10540,1.0,Ideal,E,SI2,62.9,55.0,4808,6.38,6.41,4.02
23450,1.59,Premium,H,VS2,62.1,58.0,11437,7.48,7.42,4.63
33672,0.41,Ideal,G,SI2,61.0,57.0,836,4.82,4.79,2.93
16835,1.01,Very Good,E,VS2,62.9,60.0,6714,6.36,6.4,4.01
53553,0.7,Ideal,E,VS2,62.5,55.0,2693,5.73,5.7,3.57
36430,0.31,Ideal,D,VS2,61.6,57.0,942,4.38,4.36,2.69
47966,0.52,Premium,D,VS2,60.6,56.0,1919,5.25,5.22,3.17
43463,0.56,Ideal,I,VS2,62.2,57.0,1417,5.27,5.28,3.28
35204,0.44,Very Good,J,VS1,63.1,57.0,891,4.87,4.83,3.06
47459,0.53,Premium,D,VS2,61.5,58.0,1857,5.2,5.24,3.21
32026,0.31,Ideal,G,VVS1,61.6,54.0,778,4.36,4.38,2.69
18936,1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06
7190,1.01,Very Good,F,SI2,62.4,58.0,4187,6.37,6.42,3.99
35238,0.39,Premium,F,VS1,61.7,58.0,894,4.69,4.71,2.9
53049,0.8,Ideal,I,VS2,61.6,58.0,2606,5.99,6.03,3.7
29838,0.3,Premium,D,VS2,62.2,60.0,710,4.28,4.3,2.67
23743,2.0,Very Good,J,SI2,59.8,60.0,11792,8.09,8.13,4.85
13555,1.07,Ideal,G,SI1,62.2,56.0,5551,6.52,6.56,4.07
48825,0.71,Good,I,VS2,64.2,58.0,2028,5.52,5.57,3.56
10650,1.01,Premium,H,SI1,60.0,62.0,4836,6.51,6.45,3.89
6232,1.01,Good,D,SI2,64.0,59.0,4004,6.34,6.28,4.04
8168,0.8,Ideal,F,VS1,62.2,56.0,4362,5.93,5.96,3.7
26467,2.17,Good,H,SI2,58.9,62.0,16036,8.48,8.52,5.01
6498,0.89,Ideal,G,VVS2,61.7,55.0,4062,6.22,6.19,3.83
18622,1.01,Ideal,E,VS2,62.5,54.0,7597,6.39,6.42,4.0
19461,1.31,Premium,H,VS2,61.0,58.0,8106,7.1,7.06,4.32
53055,0.76,Ideal,F,SI1,60.1,57.0,2607,5.95,5.99,3.59
40834,0.55,Very Good,J,VS2,61.7,54.0,1172,5.29,5.34,3.28
21190,1.61,Premium,I,VS2,58.4,59.0,9341,7.73,7.68,4.5
3925,0.76,Ideal,E,VS2,61.5,59.0,3497,5.84,5.86,3.6
45830,0.5,Fair,G,VVS2,64.9,58.0,1712,5.0,4.95,3.23
46377,0.51,Very Good,G,VVS2,62.2,56.0,1762,5.1,5.13,3.18
38893,0.4,Ideal,G,VVS1,61.5,59.0,1051,4.71,4.75,2.91
4068,0.31,Ideal,D,SI1,61.9,57.0,571,4.33,4.36,2.69
11241,1.01,Ideal,H,SI1,62.6,55.0,4965,6.44,6.38,4.01
4647,0.9,Very Good,G,SI1,63.1,59.0,3669,6.15,6.11,3.87
11888,1.01,Good,G,SI1,63.7,60.0,5113,6.32,6.28,4.01
31794,0.42,Premium,F,SI1,61.8,58.0,773,4.81,4.84,2.98
30463,0.31,Ideal,D,SI1,62.7,56.0,732,4.36,4.32,2.72
30221,0.33,Premium,E,VS2,60.6,60.0,723,4.43,4.48,2.7
7188,0.96,Very Good,I,VS2,59.6,59.0,4187,6.36,6.42,3.81
8035,0.88,Ideal,H,VVS1,62.0,59.0,4334,6.12,6.13,3.8
40267,0.33,Ideal,G,SI1,61.3,56.0,492,4.46,4.51,2.75
14809,1.21,Premium,I,VS2,62.3,58.0,5962,6.82,6.79,4.24
31081,0.3,Very Good,D,VVS2,62.9,56.0,752,4.27,4.29,2.69
15666,1.32,Premium,I,SI1,62.2,58.0,6283,7.04,6.99,4.36
38534,0.38,Very Good,H,VVS1,63.3,58.0,1033,4.62,4.57,2.91
42927,0.57,Good,F,SI1,63.2,55.0,1364,5.26,5.31,3.34
23429,1.58,Ideal,H,VS2,63.0,56.0,11419,7.39,7.46,4.68
51047,0.7,Very Good,H,VS2,61.6,55.0,2330,5.71,5.75,3.53
48622,0.7,Good,H,SI2,63.6,54.0,1999,5.67,5.62,3.59
30327,0.36,Ideal,F,VS2,60.9,57.0,726,4.58,4.61,2.8
52340,0.7,Very Good,H,VS2,62.9,57.0,2498,5.6,5.66,3.54
48052,0.54,Ideal,G,VVS2,61.9,55.0,1927,5.2,5.3,3.25
11218,0.93,Premium,F,VS2,61.7,58.0,4961,6.22,6.29,3.86
7083,1.04,Premium,E,SI2,61.6,59.0,4164,6.55,6.57,4.04
29354,0.31,Premium,G,VS2,60.7,61.0,698,4.37,4.33,2.64
32938,0.37,Ideal,E,VS2,61.9,53.0,811,4.62,4.65,2.87
27589,1.7,Premium,F,VS1,60.6,58.0,18430,7.68,7.71,4.66
13368,0.24,Very Good,F,VS1,63.0,59.0,419,3.93,3.97,2.49
21159,1.53,Ideal,I,SI1,62.3,56.0,9315,7.37,7.4,4.6
11967,1.0,Ideal,H,VS2,62.5,56.0,5139,6.41,6.33,3.98
41990,0.43,Ideal,G,VVS1,61.4,55.0,1264,4.91,4.86,3.0
32319,0.3,Good,G,VVS1,63.5,57.0,789,4.23,4.27,2.7
43715,0.45,Good,G,IF,59.6,61.0,1437,5.0,5.04,2.99
15450,1.22,Premium,H,VS2,62.7,59.0,6184,6.82,6.81,4.27
18919,1.38,Ideal,F,SI2,62.0,58.0,7767,7.12,7.17,4.43
5908,0.81,Ideal,F,VS1,61.5,55.0,3933,6.01,5.96,3.68
21318,1.51,Ideal,I,VS2,59.9,56.0,9471,7.49,7.42,4.47
48493,0.54,Ideal,G,VVS2,61.9,57.0,1981,5.22,5.25,3.24
25484,2.23,Premium,J,SI1,62.4,59.0,14258,8.36,8.33,5.21
49890,0.57,Ideal,E,VS1,62.0,55.0,2177,5.31,5.34,3.3
49109,0.98,Premium,I,I1,59.6,60.0,2064,6.43,6.3,3.79
27192,2.02,Premium,H,SI1,61.1,60.0,17489,8.19,8.11,4.98
19022,0.27,Ideal,F,VVS2,61.4,57.0,620,4.17,4.2,2.57
103,0.74,Ideal,G,SI1,61.6,55.0,2760,5.8,5.85,3.59
40449,0.46,Premium,F,VS1,63.0,57.0,1139,4.93,4.79,3.06
34432,0.3,Ideal,G,IF,62.5,54.0,863,4.31,4.33,2.7
23119,1.57,Premium,I,VVS2,60.7,58.0,11146,7.54,7.51,4.57
23373,0.33,Premium,D,SI2,60.7,56.0,631,4.46,4.43,2.7
49500,0.55,Ideal,F,VS1,60.5,57.0,2119,5.3,5.34,3.22
19812,1.22,Very Good,G,VS2,62.7,58.0,8377,6.8,6.72,4.24
25394,1.26,Very Good,F,IF,60.0,60.0,14095,7.04,7.09,4.24
10,0.23,Very Good,H,VS1,59.4,61.0,338,4.0,4.05,2.39
5949,0.97,Premium,I,VS2,62.2,56.0,3948,6.34,6.29,3.94
21430,1.18,Premium,G,VVS2,59.7,58.0,9537,6.94,6.9,4.13
21603,1.5,Good,I,VS1,57.2,62.0,9702,7.64,7.61,4.36
34973,0.23,Very Good,E,VVS1,61.8,59.0,472,3.89,3.91,2.41
11988,1.03,Ideal,G,SI1,60.3,58.0,5143,6.57,6.62,3.98
28321,0.33,Very Good,G,VS1,62.8,58.0,666,4.38,4.41,2.76
18956,1.09,Ideal,E,VS2,60.6,58.0,7796,6.66,6.7,4.05
45310,0.26,Good,F,VVS1,64.0,57.0,524,4.03,4.06,2.59
18698,0.3,Ideal,E,VS2,63.8,56.0,619,4.28,4.2,2.71
3797,0.73,Ideal,D,VS2,61.6,56.0,3464,5.78,5.82,3.57
29099,0.36,Ideal,D,SI2,62.3,57.0,689,4.57,4.52,2.83
44437,0.51,Good,G,VS1,63.4,57.0,1590,5.04,5.08,3.21
47302,0.31,Ideal,I,SI1,61.3,55.0,395,4.39,4.42,2.7
46148,0.5,Premium,G,VS1,60.7,60.0,1746,5.12,5.09,3.1
40489,0.42,Ideal,F,VVS2,62.1,55.0,1142,4.79,4.81,2.98
15255,1.24,Premium,F,SI1,61.4,62.0,6125,6.94,6.88,4.24
23173,1.51,Premium,H,VS2,61.2,58.0,11188,7.4,7.36,4.52
11774,1.21,Premium,H,SI2,61.1,60.0,5082,6.91,6.86,4.21
48393,0.72,Ideal,J,SI1,62.6,56.0,1966,5.67,5.74,3.57
47640,0.51,Ideal,D,VS2,61.9,55.0,1882,5.13,5.11,3.17
13636,1.06,Premium,F,SI1,60.4,62.0,5580,6.62,6.59,3.99
24175,2.01,Ideal,I,SI2,62.1,55.0,12349,8.12,8.08,5.03
24896,1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54
5289,0.92,Very Good,H,SI1,60.6,60.0,3800,6.28,6.33,3.82
27131,4.13,Fair,H,I1,64.8,61.0,17329,10.0,9.85,6.43
43140,0.58,Good,G,SI1,63.8,56.0,1388,5.3,5.33,3.39
8537,1.05,Very Good,G,SI1,59.1,57.0,4429,6.63,6.73,3.95
24666,2.0,Premium,G,SI2,60.8,55.0,13007,8.09,7.95,4.88
41899,0.54,Ideal,I,VS2,61.9,56.0,1260,5.2,5.26,3.24
19890,1.2,Good,G,VS1,63.4,56.0,8442,6.7,6.74,4.26
11392,0.34,Ideal,G,VS2,61.5,56.0,596,4.47,4.5,2.76
43421,0.51,Very Good,H,VS2,60.8,58.0,1414,5.12,5.17,3.13
31667,0.32,Premium,E,VS2,61.6,59.0,768,4.43,4.4,2.72
16270,1.21,Premium,D,SI2,62.5,57.0,6505,6.79,6.71,4.22
27890,0.3,Ideal,H,VVS1,61.2,57.0,655,4.3,4.39,2.66
47122,0.52,Very Good,D,VS2,63.4,56.0,1828,5.16,5.09,3.25
41454,0.38,Ideal,F,IF,62.2,54.0,1229,4.68,4.71,2.92
39334,0.3,Premium,G,IF,58.4,62.0,1071,4.43,4.4,2.58
2765,0.82,Ideal,F,SI1,62.6,56.0,3251,5.95,5.99,3.74
29388,0.31,Very Good,E,SI1,63.4,57.0,698,4.33,4.31,2.74
6098,1.0,Fair,F,SI2,59.3,66.0,3975,6.44,6.51,3.84
11430,1.16,Premium,I,SI1,61.5,57.0,5002,6.79,6.73,4.16
31109,0.42,Very Good,F,SI1,60.6,58.0,753,4.81,4.89,2.94
37306,0.31,Ideal,F,IF,62.0,56.0,979,4.32,4.36,2.69
48346,0.58,Ideal,H,VVS1,62.4,55.0,1961,5.32,5.36,3.33
16413,1.0,Very Good,G,VS1,63.2,58.0,6552,6.32,6.27,3.98
40047,0.38,Ideal,E,VS2,60.1,56.0,1112,4.72,4.69,2.83
28335,0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.46,2.72
53227,0.8,Good,E,SI2,57.7,65.0,2640,6.13,6.08,3.52
23832,1.27,Premium,F,VVS2,61.3,60.0,11905,6.99,6.9,4.26
18842,1.51,Very Good,H,SI2,60.4,59.0,7723,7.27,7.3,4.4
1506,0.72,Ideal,D,SI1,61.1,59.0,2993,5.76,5.8,3.53
38759,0.5,Very Good,E,SI2,60.8,61.0,1046,5.08,5.09,3.09
34169,0.33,Premium,G,VS1,60.8,59.0,854,4.45,4.43,2.7
10199,0.93,Premium,E,SI1,62.8,56.0,4739,6.26,6.2,3.91
37141,0.4,Very Good,F,VVS2,62.9,55.0,972,4.72,4.75,2.98
22652,1.72,Very Good,G,SI2,62.4,59.0,10697,7.63,7.67,4.77
21205,1.09,Ideal,E,VS2,60.7,57.0,9346,6.66,6.68,4.05
28191,0.4,Very Good,D,SI2,61.6,59.0,666,4.68,4.74,2.9
51855,0.7,Premium,F,SI1,61.0,59.0,2423,5.75,5.69,3.49
